movie_title,movie_imdb_link,title_year,color,genres,plot_keywords,duration,language,country,content_rating,num_critic_for_reviews,num_user_for_reviews,director_name,imdb_score,budget,gross,movie_facebook_likes,director_facebook_likes,actor_1_name,actor_2_name,actor_3_name,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,num_voted_users,facenumber_in_poster,aspect_ratio
The Oogieloves in the Big Balloon AdventureÂ ,http://www.imdb.com/title/tt1520498/?ref_=fn_tt_tt_1,2012,Color,Adventure|Family|Fantasy|Musical,balloon|birthday|box office flop|critically bashed,88,English,USA,G,28,83,Matthew Diamond,6.7,20000000,1064277,831,12,Chazz Palminteri,Garrett Clayton,Toni Braxton,979,532,231,1978,14015,0,
The Opposite SexÂ ,http://www.imdb.com/title/tt2796678/?ref_=fn_tt_tt_1,2014,Color,Comedy,bare breasts,97,English,USA,,1,3,Jennifer Finnigan,4.5,3300000,,0,246,Geoff Stults,Kenan Thompson,Josh Hopkins,756,521,491,3717,557,5,16
The Other Dream TeamÂ ,http://www.imdb.com/title/tt1606829/?ref_=fn_tt_tt_1,2012,Color,Documentary|Sport,basketball|basketball team|grateful dead|lithuanian|olympics,89,English,USA,Not Rated,26,9,Marius A. Markevicius,8.4,500000,133778,0,6,Tommy Sheppard,Greg Speirs,Mickey Hart,14,9,8,44,3086,1,
The Other GuysÂ ,http://www.imdb.com/title/tt1386588/?ref_=fn_tt_tt_1,2010,Color,Action|Comedy|Crime,capitalist|detective|investigation|new york city|police,116,English,USA,PG-13,265,316,Adam McKay,6.7,100000000,119219978,16000,285,Dwayne Johnson,Will Ferrell,Derek Jeter,12000,8000,107,20233,189806,2,2.35
The Other WomanÂ ,http://www.imdb.com/title/tt2203939/?ref_=fn_tt_tt_1,2014,Color,Comedy|Romance,beach house|blonde bombshell|cheating husband|revenge|wife meets mistress,109,English,USA,PG-13,191,189,Nick Cassavetes,6,40000000,83906114,16000,415,Don Johnson,Kate Upton,David Thornton,982,971,119,2357,104481,2,2.35
The Outrageous Sophie TuckerÂ ,http://www.imdb.com/title/tt2825768/?ref_=fn_tt_tt_1,2014,Color,Documentary,,96,English,USA,,9,3,William Gazecki,7.2,500000,,16,3,Carol Channing,Bruce Vilanch,Tony Bennett,387,244,205,1235,38,1,1.33
The Past is a Grotesque AnimalÂ ,http://www.imdb.com/title/tt3072636/?ref_=fn_tt_tt_1,2014,Color,Biography|Documentary|Music,artist|band|male rear nudity|sexuality|stage,77,English,USA,Unrated,5,1,Jason Miller,7.6,100000,,82,0,Jon Brion,Dottie Alexander,David Barnes,45,0,0,45,80,0,1.78
The Peanuts MovieÂ ,http://www.imdb.com/title/tt2452042/?ref_=fn_tt_tt_1,2015,Color,Adventure|Animation|Comedy|Family,dog|girl|imagination|peanuts|red hair,88,English,USA,G,208,155,Steve Martino,7.2,99000000,130174897,33000,20,Francesca Capaldi,Venus Schultheis,Bill Melendez,144,42,36,309,27918,0,1.85
The Perfect HostÂ ,http://www.imdb.com/title/tt1334553/?ref_=fn_tt_tt_1,2010,Color,Comedy|Crime|Thriller,arm tattoo|bank robbery|cauterizing a wound|dancing on a table|dinner party,93,English,USA,R,112,73,Nick Tomnay,6.8,500000,48430,0,11,David Hyde Pierce,Clayne Crawford,Nathaniel Parker,443,298,271,1452,20176,1,1.85
The Perfect MatchÂ ,http://www.imdb.com/title/tt4871980/?ref_=fn_tt_tt_1,2016,Color,Comedy|Romance,,96,English,USA,R,12,9,Bille Woodruff,4.5,5000000,9658370,740,23,Donald Faison,Brandy Norwood,Lauren London,927,509,503,3552,1180,6,
The Perfect WaveÂ ,http://www.imdb.com/title/tt2414822/?ref_=fn_tt_tt_1,2014,Color,Adventure|Biography|Drama|Romance,boyfriend girlfriend relationship|friend|praying|surfing|wave,94,English,South Africa,PG,3,15,Bruce Macdonald,4.7,4000000,,365,103,Rachel Hendrix,Cheryl Ladd,Diana Vickers,544,476,111,1150,724,1,
The Perks of Being a WallflowerÂ ,http://www.imdb.com/title/tt1659337/?ref_=fn_tt_tt_1,2012,Color,Drama|Romance,coming of age|depression|gay|high school|mental illness,102,English,USA,PG-13,364,457,Stephen Chbosky,8,13000000,17738570,131000,139,Logan Lerman,Ezra Miller,Kate Walsh,8000,3000,850,13631,351274,2,1.85
The Pirates! Band of MisfitsÂ ,http://www.imdb.com/title/tt1430626/?ref_=fn_tt_tt_1,2012,Color,Adventure|Animation|Comedy|Family,charles darwin|cutlass|pirate|queen victoria|scientist,88,English,UK,PG,238,101,Peter Lord,6.7,55000000,31051126,0,91,Salma Hayek,Russell Tovey,Brian Blessed,4000,796,591,6254,36877,0,2.35
The Place Beyond the PinesÂ ,http://www.imdb.com/title/tt1817273/?ref_=fn_tt_tt_1,2012,Color,Crime|Drama|Thriller,bank|carnival|motorcycle|police|rookie cop,140,English,USA,R,417,376,Derek Cianfrance,7.3,15000000,21383298,47000,310,Ryan Gosling,Ben Mendelsohn,Angelo Anthony Pizza,33000,748,619,34413,187170,3,2.35
The PlayerÂ             ,http://www.imdb.com/title/tt4474310/?ref_=fn_tt_tt_1,,Color,Action|Crime|Drama|Thriller,bet|friend|pit boss|secret|surveillance,60,English,USA,TV-14,9,25,,7.1,,,0,,Nick Wechsler,Philip Winchester,Jeff Marlow,666,579,460,4043,5817,2,16
The PossessionÂ ,http://www.imdb.com/title/tt0431021/?ref_=fn_tt_tt_1,2012,Color,Horror|Thriller,basketball coach|box|jewish|rabbi|yard sale,92,English,USA,PG-13,264,162,Ole Bornedal,5.9,14000000,49122319,17000,30,Kyra Sedgwick,Madison Davenport,Natasha Calis,941,459,309,2348,47169,0,2.35
The PossessionÂ ,http://www.imdb.com/title/tt0431021/?ref_=fn_tt_tt_1,2012,Color,Horror|Thriller,basketball coach|box|jewish|rabbi|yard sale,92,English,USA,PG-13,264,162,Ole Bornedal,5.9,14000000,49122319,17000,30,Kyra Sedgwick,Madison Davenport,Natasha Calis,941,459,309,2348,47169,0,2.35
The Powerpuff GirlsÂ             ,http://www.imdb.com/title/tt0175058/?ref_=fn_tt_tt_1,,Color,Action|Animation|Comedy|Family|Fantasy|Sci-Fi,campy|castle thunder|female hero|female protagonist|monster,30,English,USA,TV-Y7,7,60,,7.2,,,581,,Elizabeth Daily,Jennifer Hale,Tom Kane,971,918,265,2346,23664,0,4
The PrinceÂ ,http://www.imdb.com/title/tt1085492/?ref_=fn_tt_tt_1,2014,Color,Action|Thriller,assassin|fight|mechanic|rescue|rival,93,English,USA,R,46,101,Brian A Miller,4.6,18000000,,0,32,Bruce Willis,50 Cent,Jessica Lowndes,13000,1000,1000,16735,13133,4,2.35
The Purge: AnarchyÂ ,http://www.imdb.com/title/tt2975578/?ref_=fn_tt_tt_1,2014,Color,Action|Horror|Sci-Fi|Thriller,held at gunpoint|machete|masked man|sequel|violence,103,English,USA,R,285,244,James DeMonaco,6.5,9000000,71519230,15000,65,Noel Gugliemi,Zach Gilford,Roberta Valderrama,2000,971,908,6807,92364,0,2.35
The Purge: Election YearÂ ,http://www.imdb.com/title/tt4094724/?ref_=fn_tt_tt_1,2016,Color,Action|Horror|Sci-Fi|Thriller,cathedral|minister|presidential election|reference to george washington|ritual sacrifice,109,English,France,R,165,94,James DeMonaco,6.1,10000000,78845130,0,65,Frank Grillo,Joseph Julian Soria,Mykelti Williamson,798,465,393,2480,17596,1,2.35
The PurgeÂ ,http://www.imdb.com/title/tt2184339/?ref_=fn_tt_tt_1,2013,Color,Horror|Sci-Fi|Thriller,class differences|killing spree|one night|suburb|violence,85,English,USA,R,361,578,James DeMonaco,5.7,3000000,64423650,31000,65,Rhys Wakefield,Adelaide Kane,Chris Mulkey,942,810,535,3708,139329,0,2.35
The Raid: RedemptionÂ ,http://www.imdb.com/title/tt1899353/?ref_=fn_tt_tt_1,2011,Color,Action|Crime|Thriller,apartment|drug lord|gangster|police|swat team,102,Indonesian,Indonesia,R,481,316,Gareth Evans,7.6,1100000,4105123,51000,338,Iko Uwais,Yayan Ruhian,Donny Alamsyah,1000,342,60,1445,148221,0,1.85
The Railway ManÂ ,http://www.imdb.com/title/tt2058107/?ref_=fn_tt_tt_1,2013,Color,Biography|Drama|Romance|War,japanese soldier|physical torture|pow camp|prisoner of war|reference to adolf hitler,116,English,Australia,R,186,119,Jonathan Teplitzky,7.1,18000000,4435083,18000,6,Jeremy Irvine,Colin Firth,Sam Reid,25000,14000,212,39463,27882,2,2.35
The RavenÂ ,http://www.imdb.com/title/tt1486192/?ref_=fn_tt_tt_1,2012,Color,Crime|Mystery|Thriller,mask|murder|newspaper|poem|serial killer,110,English,USA,R,265,190,James McTeigue,6.4,26000000,16005978,35000,160,Pam Ferris,Dave Legeno,Kevin McNally,771,570,427,2356,72886,1,2.35
The ReefÂ ,http://www.imdb.com/title/tt1320291/?ref_=fn_tt_tt_1,2010,Color,Horror|Thriller,boat|great white shark|killing an animal|shark|underwater,94,English,Australia,R,102,89,Andrew Traucki,5.8,,,0,10,Damian Walshe-Howling,Gyton Grantley,Adrienne Pickering,122,109,72,375,11950,0,2.35
The ReturnedÂ             ,http://www.imdb.com/title/tt2521668/?ref_=fn_tt_tt_1,,Color,Drama|Fantasy|Horror|Mystery,france|living dead|serial killer|small town|supernatural,52,French,France,TV-MA,23,47,,8.3,,,17000,,Pierre Perrier,Clotilde Hesme,CÃ©line Sallette,164,116,114,654,15762,9,16
The RevenantÂ ,http://www.imdb.com/title/tt1663202/?ref_=fn_tt_tt_1,2015,Color,Adventure|Drama|Thriller|Western,bear attack|cauterizing a wound|native american|revenge|survival,156,English,USA,R,556,1188,Alejandro G. IÃ±Ã¡rritu,8.1,135000000,183635922,190000,0,Leonardo DiCaprio,Tom Hardy,Lukas Haas,29000,27000,733,57108,406020,0,2.35
The RidgesÂ ,http://www.imdb.com/title/tt1781935/?ref_=fn_tt_tt_1,2011,,Drama|Horror|Thriller,avatar|college|death|tron|university,143,English,USA,,,8,Brandon Landers,3,17350,,33,8,Robbie Barnes,Alana Kaniewski,Brandon Landers,720,19,8,770,125,0,
The Ridiculous 6Â ,http://www.imdb.com/title/tt2479478/?ref_=fn_tt_tt_1,2015,Color,Comedy|Western,apache|bank robbery|baseball|half brothers|white raised as indian,119,English,USA,TV-14,53,143,Frank Coraci,4.9,,,0,153,Taylor Lautner,Adam Sandler,Jon Lovitz,12000,11000,11000,36167,27019,4,2.35
The Rise of the KraysÂ ,http://www.imdb.com/title/tt2945796/?ref_=fn_tt_tt_1,2015,,Crime|Drama,,110,English,UK,R,10,26,Zackary Adler,5,2500000,,0,0,Simon Merrells,Kevin Leslie,Kris Sommerville,490,159,109,881,1510,0,
The RiteÂ ,http://www.imdb.com/title/tt1161864/?ref_=fn_tt_tt_1,2011,Color,Drama|Horror|Mystery|Thriller,demon|exorcism|exorcist|faith|seminary,114,English,USA,PG-13,267,197,Mikael HÃ¥fstrÃ¶m,6,37000000,33037754,23000,101,Anthony Hopkins,Colin O'Donoghue,Toby Jones,12000,3000,2000,19904,75864,1,2.35
The RoommateÂ ,http://www.imdb.com/title/tt1265990/?ref_=fn_tt_tt_1,2011,Color,Drama|Horror|Thriller,animal abuse(non graphic)|cat killer|college|dead cat|death of cat,91,English,USA,PG-13,138,115,Christian E. Christiansen,4.8,16000000,37300107,0,26,Leighton Meester,Danneel Ackles,Frances Fisher,3000,1000,638,5349,29147,1,2.35
The RunawaysÂ ,http://www.imdb.com/title/tt1017451/?ref_=fn_tt_tt_1,2010,Color,Biography|Drama|Music,band|box office flop|critically bashed|historically inaccurate|revisionist history,106,English,USA,R,259,129,Floria Sigismondi,6.6,10000000,3571735,0,50,Kristen Stewart,Scout Taylor-Compton,Johnny Lewis,17000,908,741,21711,39260,2,2.35
The Scorch TrialsÂ ,http://www.imdb.com/title/tt4046784/?ref_=fn_tt_tt_1,2015,Color,Action|Sci-Fi|Thriller,desert|disease|escape|resistance|virus,132,English,USA,PG-13,249,360,Wes Ball,6.4,61000000,81687587,24000,47,Ki Hong Lee,Lili Taylor,Rosa Salazar,988,960,240,2517,138246,0,2.35
The Second Best Exotic Marigold HotelÂ ,http://www.imdb.com/title/tt2555736/?ref_=fn_tt_tt_1,2015,Color,Comedy|Drama,sequel,122,English,UK,PG,158,100,John Madden,6.6,10000000,33071558,21000,108,Tina Desai,Celia Imrie,Ronald Pickup,220,186,111,583,22369,6,2.35
The Second MotherÂ ,http://www.imdb.com/title/tt3742378/?ref_=fn_tt_tt_1,2015,Color,Comedy|Drama,brazil|exam|housekeeper|northeast region of brazil|portuguese language,112,Portuguese,Brazil,R,111,26,Anna Muylaert,7.9,4000000,375723,0,9,Alex Huszar,Regina CasÃ©,Luis Miranda,61,9,4,76,7025,1,2.35
The Secret Life of PetsÂ ,http://www.imdb.com/title/tt2709768/?ref_=fn_tt_tt_1,2016,Color,Animation|Comedy|Family,animal control|lost animal|mongrel|pet|terrier,87,English,Japan,PG,165,155,Yarrow Cheney,6.8,75000000,323505540,36000,11,Steve Coogan,Eric Stonestreet,Albert Brooks,1000,904,745,4782,24407,0,1.85
The Secret Life of Walter MittyÂ ,http://www.imdb.com/title/tt0359950/?ref_=fn_tt_tt_1,2013,Color,Adventure|Comedy|Drama|Fantasy|Romance,daydream|life magazine|magazine|photographer|snow leopard,114,English,USA,PG,362,515,Ben Stiller,7.3,90000000,58229120,70000,0,Adam Scott,Adrian Martinez,Joey Slotnick,3000,806,423,5095,236421,1,2.35
The SecretÂ             ,http://www.imdb.com/title/tt5116280/?ref_=fn_tt_tt_1,,Color,Drama|Thriller,adultery|baptist church|dentist|double murder|tv mini series,45,English,UK,,1,4,,7.3,,,405,,James Nesbitt,Ash Cook,Genevieve O'Reilly,773,133,119,1393,653,3,
The SessionsÂ ,http://www.imdb.com/title/tt1866249/?ref_=fn_tt_tt_1,2012,Color,Biography|Comedy|Drama|Romance,falling in love|iron lung|priest|sex surrogate|therapist,95,English,USA,R,337,126,Ben Lewin,7.2,1000000,5997134,11000,20,W. Earl Brown,Adam Arkin,Rhea Perlman,422,374,365,1899,36381,3,1.85
The ShallowsÂ ,http://www.imdb.com/title/tt4052882/?ref_=fn_tt_tt_1,2016,Color,Drama|Horror|Thriller,beach|island|mexico|prey|trapped,86,English,USA,PG-13,186,139,Jaume Collet-Serra,6.8,17000000,54257433,0,174,Ã“scar Jaenada,Brett Cullen,Sedona Legge,619,350,2,971,12983,0,2.35
The SignalÂ ,http://www.imdb.com/title/tt2910814/?ref_=fn_tt_tt_1,2014,Color,Sci-Fi|Thriller,computer hacker|girlfriend in a coma|nosebleed|prosthetic leg|road trip,97,English,USA,PG-13,161,180,William Eubank,6.1,4000000,,10000,18,Lin Shaye,Olivia Cooke,Beau Knapp,852,680,236,1922,48236,0,2.35
The Sisterhood of NightÂ ,http://www.imdb.com/title/tt1015471/?ref_=fn_tt_tt_1,2014,Color,Drama|Mystery|Thriller,accused of witchcraft|based on short story,104,English,USA,PG-13,23,17,Caryn Waechter,6.3,1000000,,523,0,Laura Fraser,Kara Hayward,Louis Ozawa Changchien,601,524,195,1581,1354,,2.35
The SitterÂ ,http://www.imdb.com/title/tt1366344/?ref_=fn_tt_tt_1,2011,Color,Comedy,babysitting|car crash|child in peril|kicked in the face|reference to craigslist,87,English,USA,R,146,114,David Gordon Green,5.7,,30538669,0,234,Ari Graynor,J.B. Smoove,Kylie Bunbury,904,555,370,3850,60202,3,1.85
The Skeleton TwinsÂ ,http://www.imdb.com/title/tt1571249/?ref_=fn_tt_tt_1,2014,Color,Comedy|Drama,adultery|brother sister relationship|estrangement|siblings|suicide attempt,93,English,USA,R,185,79,Craig Johnson,6.8,,5283379,0,7,Ty Burrell,Boyd Holbrook,Kathleen Rose Perkins,3000,439,180,3986,31254,2,2.35
The SleepwalkerÂ ,http://www.imdb.com/title/tt2723576/?ref_=fn_tt_tt_1,2014,Color,Drama,female nudity|male nudity|male rear nudity|nudity,91,English,Norway,Not Rated,16,2,Mona Fastvold,4.9,1100000,,234,2,Christopher Abbott,Brady Corbet,Gitte Witt,321,287,9,622,512,1,2.35
The Smurfs 2Â ,http://www.imdb.com/title/tt2017020/?ref_=fn_tt_tt_1,2013,Color,Adventure|Animation|Comedy|Family|Fantasy,based on cartoon|box office hit|no opening credits|sequel|smurf,105,English,USA,PG,125,59,Raja Gosnell,5.4,105000000,71017784,0,67,Jacob Tremblay,Nancy O'Dell,Vanessa Matsui,681,71,40,914,27257,3,1.85
The SmurfsÂ ,http://www.imdb.com/title/tt0472181/?ref_=fn_tt_tt_1,2011,Color,Adventure|Animation|Comedy|Family|Fantasy,blue|new york|new york city|no opening credits|smurf,103,English,USA,PG,172,153,Raja Gosnell,5.5,110000000,142614158,31000,67,Mahadeo Shivraj,Tim Gunn,Madison McKinley,383,113,111,692,66593,3,1.78
The Social NetworkÂ ,http://www.imdb.com/title/tt1285016/?ref_=fn_tt_tt_1,2010,Color,Biography|Drama,competitiveness|creator|entrepreneur|facebook|intellectual property,120,English,USA,PG-13,556,696,David Fincher,7.7,40000000,96917897,74000,21000,Andrew Garfield,Dustin Fitzsimons,Marcella Lentz-Pope,10000,349,81,10555,479453,0,2.35
The Son of No OneÂ ,http://www.imdb.com/title/tt1535612/?ref_=fn_tt_tt_1,2011,Color,Crime|Drama|Thriller,housing project|letter|man with glasses|murder|subjective camera,90,English,USA,R,62,41,Dito Montiel,5.1,15000000,28870,0,68,Channing Tatum,Al Pacino,Tracy Morgan,17000,14000,642,32814,14280,5,2.35
The Sorcerer's ApprenticeÂ ,http://www.imdb.com/title/tt0963966/?ref_=fn_tt_tt_1,2010,Color,Action|Adventure|Family|Fantasy,chosen one|enchanted object|love|spell|training,109,English,USA,PG,235,238,Jon Turteltaub,6.1,150000000,63143812,11000,226,Nicolas Cage,Omar Benson Miller,Robert Capron,12000,418,370,13388,124185,0,2.35
The Sound and the ShadowÂ ,http://www.imdb.com/title/tt2190180/?ref_=fn_tt_tt_1,2014,Color,Comedy|Mystery|Thriller,,90,English,USA,R,1,1,Justin Paul Miller,8.3,,,70,0,Mary Kate Wiles,Jennifer Landa,Felix Avitia,84,41,33,254,30,0,
The Spectacular NowÂ ,http://www.imdb.com/title/tt1714206/?ref_=fn_tt_tt_1,2013,Color,Comedy|Drama|Romance,crying man|high school|high school senior|men's clothing store|party,95,English,USA,R,220,178,James Ponsoldt,7.1,2500000,6851969,10000,53,Shailene Woodley,Jennifer Jason Leigh,Dayo Okeniyi,8000,1000,478,10040,105591,1,2.35
The SpongeBob Movie: Sponge Out of WaterÂ ,http://www.imdb.com/title/tt2279373/?ref_=fn_tt_tt_1,2015,Color,Adventure|Animation|Comedy|Family|Fantasy,book|magic|pirate|plankton|time machine,92,English,USA,PG,147,133,Paul Tibbitt,6,74000000,162495848,16000,5,Tim Conway,Billy West,Eddie Deezen,870,861,726,5217,34359,0,1.85
The Spy Next DoorÂ ,http://www.imdb.com/title/tt1273678/?ref_=fn_tt_tt_1,2010,Color,Action|Comedy|Family,chinese|cia|single mother|spy|terrorist,94,English,USA,PG,97,71,Brian Levant,5.4,28000000,24268828,0,32,Madeline Carroll,Amber Valletta,George Lopez,1000,626,453,3436,29971,4,1.85
The SquareÂ ,http://www.imdb.com/title/tt2486682/?ref_=fn_tt_tt_1,2013,Color,Documentary|Drama|History|News,,108,Arabic,Egypt,Not Rated,68,42,Jehane Noujaim,8.1,1500000,,0,63,Khalid Abdalla,Ahmed Hassan,Aida Elkashef,161,10,5,176,6678,0,1.85
The Streets of San FranciscoÂ             ,http://www.imdb.com/title/tt0068135/?ref_=fn_tt_tt_1,,Color,Action|Crime|Drama|Mystery,city name in series title|homicide|older man younger man relationship|place in series title|police partner,120,English,USA,,13,13,,7.3,,,533,,Karl Malden,Michael Douglas,,416,0,,416,3405,0,4
The SweeneyÂ ,http://www.imdb.com/title/tt0857190/?ref_=fn_tt_tt_1,2012,Color,Action|Crime|Drama,bank|criminal|detective|flying squad|policewoman,112,English,UK,R,111,99,Nick Love,6.1,3000000,26345,0,63,Hayley Atwell,Ray Winstone,Alan Ford,2000,1000,422,4810,16445,4,2.35
The SwitchÂ ,http://www.imdb.com/title/tt0889573/?ref_=fn_tt_tt_1,2010,Color,Comedy|Drama|Romance,artificial insemination|best friend|new york city|sperm|sperm donor,101,English,USA,PG-13,181,120,Josh Gordon,6.1,19000000,27758465,0,8,Caroline Dhavernas,Scott Elrod,Kelli Barrett,544,449,110,1292,77987,2,2.35
The TempestÂ ,http://www.imdb.com/title/tt1274300/?ref_=fn_tt_tt_1,2010,Color,Comedy|Drama|Fantasy|Romance,banishment|sorcery|spirit|staff|storm at sea,110,English,USA,PG-13,92,36,Julie Taymor,5.4,20000000,263365,0,278,Djimon Hounsou,Reeve Carney,Tom Conti,3000,602,181,3785,6147,2,2.35
The Theory of EverythingÂ ,http://www.imdb.com/title/tt2980516/?ref_=fn_tt_tt_1,2014,Color,Biography|Drama|Romance,based on memoir|cambridge university|husband wife relationship|lou gehrig's disease|physicist,123,English,UK,PG-13,419,388,James Marsh,7.7,15000000,35887263,90000,120,Eddie Redmayne,Emily Watson,Simon McBurney,13000,876,149,14100,265507,0,2.35
The Three MusketeersÂ ,http://www.imdb.com/title/tt1509767/?ref_=fn_tt_tt_1,2011,Color,Action|Adventure|Romance,box office flop|cardinal richelieu|critically bashed|duel|musketeer,110,English,Germany,PG-13,228,254,Paul W.S. Anderson,5.8,75000000,20315324,19000,545,Milla Jovovich,Logan Lerman,Orlando Bloom,14000,8000,5000,27694,88542,8,2.35
The Three StoogesÂ ,http://www.imdb.com/title/tt0383010/?ref_=fn_tt_tt_1,2012,Color,Comedy,mule|nun|orphanage|tennis court|the three stooges,92,English,USA,PG,162,189,Bobby Farrelly,5.1,,44328238,13000,101,Kate Upton,Larry David,Sean Hayes,971,860,760,6137,25484,0,1.85
The TimberÂ ,http://www.imdb.com/title/tt2215673/?ref_=fn_tt_tt_1,2015,Color,Adventure|Drama|Western,,81,English,USA,,19,17,Anthony O'Brien,5.5,2100000,,380,7,James Ransone,Maria Doyle Kennedy,Shaun O'Hagan,412,308,106,1020,1274,1,2.35
The To Do ListÂ ,http://www.imdb.com/title/tt1758795/?ref_=fn_tt_tt_1,2013,Color,Comedy|Romance,feces in a swimming pool|female vomiting|high school|lifeguard|male objectification,104,English,USA,R,97,79,Maggie Carey,5.8,1500000,3447339,0,38,Donald Glover,Alia Shawkat,Scott Porter,801,727,690,2667,29517,7,1.78
The TouristÂ ,http://www.imdb.com/title/tt1243957/?ref_=fn_tt_tt_1,2010,Color,Action|Romance|Thriller,police surveillance|surveillance van|tailing a suspect|tourist|venice italy,103,English,USA,PG-13,321,374,Florian Henckel von Donnersmarck,6,100000000,67631157,25000,207,Johnny Depp,Angelina Jolie Pitt,Rufus Sewell,40000,11000,3000,55175,176598,0,2.35
The TouristÂ ,http://www.imdb.com/title/tt1243957/?ref_=fn_tt_tt_1,2010,Color,Action|Romance|Thriller,police surveillance|surveillance van|tailing a suspect|tourist|venice italy,103,English,USA,PG-13,321,374,Florian Henckel von Donnersmarck,6,100000000,67631157,25000,207,Johnny Depp,Angelina Jolie Pitt,Rufus Sewell,40000,11000,3000,55175,176606,0,2.35
The TownÂ ,http://www.imdb.com/title/tt0840361/?ref_=fn_tt_tt_1,2010,Color,Crime|Drama|Thriller,bank manager|bank robbery|criminal gang|heist|prison,150,English,USA,R,378,420,Ben Affleck,7.6,37000000,92173235,29000,0,Jeremy Renner,Jon Hamm,Owen Burke,10000,4000,206,14296,280228,7,2.35
The Transporter RefueledÂ ,http://www.imdb.com/title/tt2938956/?ref_=fn_tt_tt_1,2015,Color,Action|Crime|Thriller,airfield|car|car stunt|driver|private jet,96,English,France,PG-13,148,121,Camille Delamarre,5.1,25000000,16027866,0,11,Ed Skrein,NoÃ©mie Lenoir,Radivoje Bukvic,805,173,150,1411,26767,0,2.35
The Tree of LifeÂ ,http://www.imdb.com/title/tt0478304/?ref_=fn_tt_tt_1,2011,Color,Drama|Fantasy,1950s|children|ice cube|texas|waco texas,139,English,USA,PG-13,584,975,Terrence Malick,6.7,32000000,13303319,39000,0,Brad Pitt,Tye Sheridan,Fiona Shaw,11000,1000,687,13021,136367,0,1.85
The Twilight Saga: Breaking Dawn - Part 2Â ,http://www.imdb.com/title/tt1673434/?ref_=fn_tt_tt_1,2012,Color,Adventure|Drama|Fantasy|Romance,battle|friend|super strength|vampire|vision,115,English,USA,PG-13,322,329,Bill Condon,5.5,120000000,292298923,65000,386,Robert Pattinson,Kristen Stewart,Taylor Lautner,21000,17000,12000,59177,185394,3,2.35
The Twilight Saga: Breaking Dawn - Part 2Â ,http://www.imdb.com/title/tt1673434/?ref_=fn_tt_tt_1,2012,Color,Adventure|Drama|Fantasy|Romance,battle|friend|super strength|vampire|vision,115,English,USA,PG-13,322,329,Bill Condon,5.5,120000000,292298923,65000,386,Robert Pattinson,Kristen Stewart,Taylor Lautner,21000,17000,12000,59177,185394,3,2.35
The Twilight Saga: EclipseÂ ,http://www.imdb.com/title/tt1325004/?ref_=fn_tt_tt_1,2010,Color,Adventure|Drama|Fantasy|Romance,friendship|graduation|revenge|vampire|werewolf,124,English,USA,PG-13,293,498,David Slade,4.9,68000000,300523113,29000,171,Robert Pattinson,Kristen Stewart,Anna Kendrick,21000,17000,10000,52547,184637,3,2.35
The Vatican ExorcismsÂ ,http://www.imdb.com/title/tt3043194/?ref_=fn_tt_tt_1,2013,Color,Horror,,76,English,Italy,R,9,10,Joe Marino,2.6,1100000,,200,0,Piero MaggiÃ²,Anella Vastola,Joe Marino,12,0,0,12,332,0,2.35
The Vatican TapesÂ ,http://www.imdb.com/title/tt1524575/?ref_=fn_tt_tt_1,2015,Color,Horror|Thriller,evil|injury|possession|priest|vatican,91,English,USA,PG-13,93,53,Mark Neveldine,4.5,8495000,1712111,0,83,Djimon Hounsou,Alison Lohman,Dougray Scott,3000,1000,794,7875,7199,0,1.85
The VeilÂ ,http://www.imdb.com/title/tt3533916/?ref_=fn_tt_tt_1,2016,Color,Horror,documentary crew|mass suicide|survivor|tied feet|tied up while barefoot,93,English,USA,R,39,29,Phil Joanou,4.7,4000000,,0,21,Lily Rabe,Shannon Woodward,Kira McLean,763,637,359,2651,4146,2,2.35
The Virginity HitÂ ,http://www.imdb.com/title/tt1695994/?ref_=fn_tt_tt_1,2010,Color,Comedy,masturbation|porn star|sex lesson from a prostitute|spreadeagle|topless,86,English,USA,R,46,13,Huck Botko,4.6,3400000,535249,974,10,Matt Bennett,Krysta Rodriguez,Zack Pearlman,189,131,126,768,3467,0,1.85
The VisitÂ ,http://www.imdb.com/title/tt3567288/?ref_=fn_tt_tt_1,2015,Color,Horror|Thriller,farm|handheld camera|impostor|rap|rock paper scissors,94,English,USA,PG-13,371,455,M. Night Shyamalan,6.2,5000000,65069140,27000,0,Ocean James,Patch Darragh,Olivia DeJonge,432,309,99,1010,65299,,1.85
The VowÂ ,http://www.imdb.com/title/tt1606389/?ref_=fn_tt_tt_1,2012,Color,Drama|Romance,car accident|life support|memory loss|trauma|voice recording,104,English,USA,PG-13,214,164,Michael Sucsy,6.8,30000000,125014030,32000,23,Channing Tatum,Lucas Bryant,Dillon Casey,17000,359,281,18322,145852,0,2.35
The WailingÂ ,http://www.imdb.com/title/tt5215952/?ref_=fn_tt_tt_1,2016,Color,Fantasy|Horror|Mystery|Thriller,policeman|stranger|supernatural|village|vomiting,156,Korean,South Korea,Not Rated,77,24,Hong-jin Na,7.7,,770629,0,43,Jung-min Hwang,Jun Kunimura,Woo-hee Chun,45,5,0,50,2379,0,2.35
